t,bg,meal,reward
0,110.0,0,0.0
1,110.0,0,0.0
2,110.0,0,0.0
3,110.0,0,0.0
4,110.0,0,0.0
5,110.0,0,0.0
6,110.0,0,0.0
7,110.0,0,0.0
8,110.0,0,0.0
9,110.0,0,0.0
10,110.0,0,0.0
11,110.0,0,0.0
12,110.0,0,0.0
13,110.0,0,0.0
14,110.0,0,0.0
15,110.0,0,0.0
16,110.0,0,0.0
17,110.0,0,0.0
18,110.0,0,0.0
19,110.0,0,0.0
20,110.0,0,0.0
21,110.0,0,0.0
22,110.0,0,0.0
23,110.0,0,0.0
24,110.0,0,0.0
25,110.0,0,0.0
26,110.0,0,0.0
27,110.0,0,0.0
28,110.0,0,0.0
29,110.0,0,0.0
30,110.0,0,0.0
31,110.0,0,0.0
32,110.0,0,0.0
33,110.0,0,0.0
34,110.0,0,0.0
35,110.0,0,0.0
36,110.0,0,0.0
37,110.0,0,0.0
38,110.0,0,0.0
39,110.0,0,0.0
40,110.0,0,0.0
41,110.0,0,0.0
42,110.0,0,0.0
43,110.0,0,0.0
44,110.0,0,0.0
45,110.0,0,0.0
46,110.0,0,0.0
47,110.0,0,0.0
48,110.0,0,0.0
49,110.0,0,0.0
50,110.0,0,0.0
51,110.0,0,0.0
52,110.0,0,0.0
53,110.0,0,0.0
54,110.0,0,0.0
55,110.0,0,0.0
56,110.0,0,0.0
57,110.0,0,0.0
58,110.0,0,0.0
59,110.0,0,0.0
60,110.0,0,0.0
61,110.0,0,0.0
62,110.0,0,0.0
63,110.0,0,0.0
64,110.0,0,0.0
65,110.0,0,0.0
66,110.0,0,0.0
67,110.0,0,0.0
68,110.0,0,0.0
69,110.0,0,0.0
70,110.0,0,0.0
71,110.0,0,0.0
72,110.0,0,0.0
73,110.0,0,0.0
74,110.0,0,0.0
75,110.0,0,0.0
76,110.0,0,0.0
77,110.0,0,0.0
78,110.0,0,0.0
79,110.0,0,0.0
80,110.0,0,0.0
81,110.0,0,0.0
82,110.0,0,0.0
83,110.82666666666667,16,0.0
84,110.80829885378093,0,0.0
85,110.7903732271652,0,0.0
86,110.77287893189754,0,0.0
87,110.75580538071758,0,0.0
88,110.73914224741999,0,0.0
89,110.7228794604108,0,0.0
90,110.70700719642298,0,0.0
91,110.69151587438714,0,0.0
92,110.6763961494535,0,0.0
93,110.66163890716146,0,0.0
94,110.64723525775321,0,0.0
95,110.63317653062754,0,0.0
96,110.61945426893078,0,0.0
97,110.60606022428112,0,0.0
98,110.5929863516233,0,0.0
99,110.5802248042102,0,0.0
100,110.56776792870846,0,0.0
101,110.55560826042485,0,0.0
102,110.54373851865046,0,0.0
103,110.53215160211997,0,0.0
104,110.52084058458283,0,0.0
105,110.50979871048399,0,0.0
106,110.49901939075106,0,0.0
107,110.48849619868561,0,0.0
108,110.4782228659559,0,0.0
109,110.46819327868843,0,0.0
110,110.45840147365611,0,0.0
111,110.44884163456045,0,0.0
112,110.43950808840562,0,0.0
113,110.43039530196187,0,0.0
114,110.42149787831644,0,0.0
115,110.41281055350954,0,0.0
116,110.40432819325333,0,0.0
117,110.39604578973196,0,0.0
118,110.38795845848061,0,0.0
119,110.38006143534155,0,0.0
120,110.37235007349537,0,0.0
121,110.36481984056547,0,0.0
122,110.35746631579407,0,0.0
123,110.3502851872879,0,0.0
124,110.3432722493319,0,0.0
125,110.33642339976929,0,0.0
