t,bg,meal,dose,reward
268,112.82904598823323,0,0.0,0.0
269,112.7663062950782,0,0.0,0.0
270,112.70507626164135,0,0.0,0.0
271,112.64531883251153,0,0.0,0.0
272,112.58699786596995,0,0.0,0.0
273,112.53007811143776,0,0.0,0.0
274,112.47452518748041,0,0.0,0.0
275,112.42030556035498,0,0.0,0.0
276,112.36738652308723,0,0.0,0.0
277,112.31573617506513,0,0.0,0.0
278,112.26532340213623,0,0.0,0.0
279,112.2161178571964,0,0.0,0.0
280,112.16808994125772,0,0.0,0.0
281,112.12121078498393,0,0.0,0.0
282,112.07545223068153,0,0.0,0.0
283,112.03078681473569,0,0.0,0.0
284,111.98718775047962,0,0.0,0.0
285,111.94462891148696,0,0.0,0.0
286,111.90308481527661,0,0.0,0.0
287,111.86253060741987,0,0.0,0.0
288,111.8229420460399,0,0.0,0.0
289,111.78429548669395,0,0.0,0.0
290,111.74656786762868,0,0.0,0.0
291,111.70973669539964,0,0.0,0.0
292,111.67378003084565,0,0.0,0.0
293,111.63867647540951,0,0.0,0.0
294,111.60440515779638,0,0.0,0.0
295,111.5709457209616,0,0.0,0.0
296,111.53827830941965,0,0.0,0.0
297,111.50638355686652,0,0.0,0.0
298,111.47524257410755,0,0.0,0.0
299,111.44483693728341,0,0.0,0.0
300,111.41514867638666,0,0.0,0.0
301,111.38616026406187,0,0.0,0.0
302,111.35785460468213,0,0.0,0.0
303,111.33021502369542,0,0.0,0.0
304,111.30322525723379,0,0.0,0.0
305,111.27686944197913,0,0.0,0.0
306,111.25113210527924,0,0.0,0.0
307,111.22599815550764,0,0.0,0.0
308,111.20145287266169,0,0.0,0.0
309,111.17748189919251,0,0.0,0.0
310,111.15407123106152,0,0.0,0.0
311,111.1312072090176,0,0.0,0.0
312,111.1088765100897,0,0.0,0.0
313,111.08706613928935,0,0.0,0.0
314,111.06576342151814,0,0.0,0.0
315,111.04495599367489,0,0.0,0.0
316,111.02463179695766,0,0.0,0.0
317,111.00477906935588,0,0.0,0.0
318,110.98538633832769,0,0.0,0.0
319,110.96644241365816,0,0.0,0.0
320,110.94793638049376,0,0.0,0.0
321,110.92985759254883,0,0.0,0.0
322,110.91219566547963,0,0.0,0.0
323,110.89494047042216,0,0.0,0.0
324,110.87808212768928,0,0.0,0.0
325,110.8616110006236,0,0.0,0.0
326,110.845517689602,0,0.0,0.0
327,110.82979302618826,0,0.0,0.0
328,110.81442806742986,0,0.0,0.0
329,110.7994140902958,0,0.0,0.0
330,110.7847425862515,0,0.0,0.0
331,110.77040525596775,0,0.0,0.0
332,110.75639400416027,0,0.0,0.0
333,110.74270093455657,0,0.0,0.0
334,110.72931834498715,0,0.0,0.0
335,110.7162387225978,0,0.0,0.0
336,110.70345473918007,0,0.0,0.0
337,110.69095924661715,0,0.0,0.0
338,110.67874527244197,0,0.0,0.0
339,110.66680601550503,0,0.0,0.0
340,110.65513484174926,0,0.0,0.0
341,110.64372528008897,0,0.0,0.0
342,110.63257101839072,0,0.0,0.0
343,110.62166589955328,0,0.0,0.0
344,110.6110039176844,0,0.0,0.0
345,110.6005792143719,0,0.0,0.0
346,110.59038607504694,0,0.0,0.0
347,110.58041892543677,0,0.0,0.0
348,110.57067232810546,0,0.0,0.0
349,110.56114097907957,0,0.0,0.0
350,110.5518197045574,0,0.0,0.0
351,110.54270345769946,0,0.0,0.0
352,110.5337873154979,0,0.0,0.0
353,110.52506647572358,0,0.0,0.0
354,110.51653625394815,0,0.0,0.0
355,110.50819208063987,0,0.0,0.0
356,110.50002949833106,0,0.0,0.0
357,110.49204415885528,0,0.0,0.0
358,110.48423182065302,0,0.0,0.0
359,110.47658834614363,0,0.0,0.0
360,110.46910969916219,0,0.0,0.0
361,110.46179194245971,0,0.0,0.0
362,110.45463123526494,0,0.0,0.0
363,110.4476238309064,0,0.0,0.0
364,110.44076607449306,0,0.0,0.0
365,110.43405440065231,0,0.0,0.0
366,110.42748533132381,0,0.0,0.0
367,110.42105547360754,0,0.0,0.0
368,110.4147615176653,0,0.0,0.0
369,110.40860023467378,0,0.0,0.0
370,110.4025684748282,0,0.0,0.0
371,110.39666316539518,0,0.0,0.0
372,110.3908813088138,0,0.0,0.0
373,110.38521998084333,0,0.0,0.0
374,110.37967632875683,0,0.0,0.0
375,110.37424756957927,0,0.0,0.0
376,110.36893098836909,0,0.0,0.0
377,110.36372393654221,0,0.0,0.0
378,110.35862383023746,0,0.0,0.0
379,110.3536281487222,0,0.0,0.0
380,110.34873443283739,0,0.0,0.0
381,110.34394028348107,0,0.0,0.0
382,110.33924336012912,0,0.0,0.0
383,110.33464137939264,0,0.0,0.0
384,110.33013211361086,0,0.0,0.0
385,110.32571338947888,0,0.0,0.0
386,110.3213830867091,0,0.0,0.0
387,110.31713913672586,0,0.0,0.0
388,110.3129795213921,0,0.0,0.0
389,110.30890227176765,0,0.0,0.0
390,110.304905466898,0,0.0,0.0
391,110.300987232633,0,0.0,0.0
392,110.29714574047472,0,0.0,0.0
393,110.29337920645374,0,0.0,0.0
394,110.28968589003316,0,0.0,0.0
395,110.28606409303963,0,0.0,0.0
396,110.28251215862079,0,0.0,0.0
397,110.27902847022843,0,0.0,0.0
398,110.27561145062664,0,0.0,0.0
399,110.27225956092465,0,0.0,0.0
400,110.26897129963325,0,0.0,0.0
401,110.26574520174474,0,0.0,0.0
402,110.26257983783537,0,0.0,0.0
403,110.25947381319016,0,0.0,0.0
404,110.256425766949,0,0.0,0.0
405,110.25343437127414,0,0.0,0.0
406,110.25049833053798,0,0.0,0.0
407,110.24761638053099,0,0.0,0.0
408,110.24478728768919,0,0.0,0.0
409,110.24200984834063,0,0.0,0.0
410,110.23928288797049,0,0.0,0.0
411,110.23660526050428,0,0.0,0.0
412,110.23397584760876,0,0.0,0.0
413,110.23139355801011,0,0.0,0.0
414,110.22885732682882,0,0.0,0.0
415,110.22636611493114,0,0.0,0.0
416,110.22391890829634,0,0.0,0.0
417,110.22151471739978,0,0.0,0.0
418,110.21915257661105,0,0.0,0.0
419,110.21683154360696,0,0.0,0.0
420,110.21455069879909,0,0.0,0.0
421,110.21230914477539,0,0.0,0.0
422,110.21010600575559,0,0.0,0.0
423,110.20794042706,0,0.0,0.0
424,110.20581157459142,0,0.0,0.0
425,110.20371863432986,0,0.0,0.0
426,110.2016608118397,0,0.0,0.0
427,110.19963733178896,0,0.0,0.0
428,110.19764743748048,0,0.0,0.0
429,110.19569039039467,0,0.0,0.0
430,110.19376546974347,0,0.0,0.0
431,110.19187197203532,0,0.0,0.0
432,110.19000921065093,0,0.0,0.0
433,110.18817651542942,0,0.0,0.0
434,110.18637323226471,0,0.0,0.0
435,110.18459872271188,0,0.0,0.0
436,110.18285236360312,0,0.0,0.0
437,110.18113354667332,0,0.0,0.0
438,110.17944167819473,0,0.0,0.0
439,110.17777617862076,0,0.0,0.0
440,110.17613648223842,0,0.0,0.0
441,110.17452203682947,0,0.0,0.0
442,110.1729323033398,0,0.0,0.0
443,110.17136675555706,0,0.0,0.0
444,110.16982487979614,0,0.0,0.0
445,110.16830617459247,0,0.0,0.0
446,110.16681015040287,0,0.0,0.0
447,110.1653363293137,0,0.0,0.0
448,110.16388424475637,0,0.0,0.0
449,110.1624534412296,0,0.0,0.0
450,110.16104347402882,0,0.0,0.0
451,110.15965390898195,0,0.0,0.0
452,110.15828432219197,0,0.0,0.0
453,110.15693429978558,0,0.0,0.0
454,110.15560343766822,0,0.0,0.0
455,110.15429134128505,0,0.0,0.0
456,110.15299762538785,0,0.0,0.0
457,110.15172191380763,0,0.0,0.0
458,110.1504638392329,0,0.0,0.0
459,110.14922304299328,0,0.0,0.0
460,110.14799917484862,0,0.0,0.0
461,110.14679189278313,0,0.0,0.0
462,110.14560086280471,0,0.0,0.0
463,110.14442575874918,0,0.0,0.0
464,110.14326626208928,0,0.0,0.0
465,110.1421220617485,0,0.0,0.0
466,110.14099285391929,0,0.0,0.0
467,110.13987834188598,0,0.0,0.0
468,110.13877823585192,0,0.0,0.0
469,110.13769225277088,0,0.0,0.0
470,110.1366201161826,0,0.0,0.0
471,110.1355615560525,0,0.0,0.0
472,110.13451630861516,0,0.0,0.0
473,110.13348411622178,0,0.0,0.0
474,110.13246472719135,0,0.0,0.0
475,110.13145789566545,0,0.0,0.0
476,110.13046338146673,0,0.0,0.0
477,110.12948094996072,0,0.0,0.0
478,110.1285103719212,0,0.0,0.0
479,110.1275514233987,0,0.0,0.0
480,110.12660388559246,0,0.0,0.0
481,110.12566754472532,0,0.0,0.0
482,110.12474219192181,0,0.0,0.0
483,110.12382762308927,0,0.0,0.0
484,110.12292363880174,0,0.0,0.0
485,110.12203004418686,0,0.0,0.0
486,110.12114664881548,0,0.0,0.0
487,110.12027326659404,0,0.0,0.0
488,110.11940971565943,0,0.0,0.0
489,110.11855581827672,0,0.0,0.0
490,110.11771140073911,0,0.0,0.0
491,110.11687629327052,0,0.0,0.0
492,110.11605032993056,0,0.0,0.0
493,110.11523334852173,0,0.0,0.0
494,110.114425190499,0,0.0,0.0
495,110.11362570088161,0,0.0,0.0
496,110.11283472816696,0,0.0,0.0
497,110.1120521242467,0,0.0,0.0
498,110.11127774432484,0,0.0,0.0
499,110.11051144683782,0,0.0,0.0
